property_name,property_url,Price_pkr,review_score,review_count,address,distance_from_center_km,property_type,bed_type,breakfast_included,free_cancellation,reserve_without_payment,image,stars,city
Alnoor Lodgings,https://www.booking.com/hotel/pk/alnoor-lodgings.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NTgyNzJICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKMkcLTBsACAdICJGZmZWE4MWIzLTkzYWEtNDAzOS04ZWNlLWQ1ZDIyZmE0OTUzZtgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2758272&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4f2457460ba30063&srepoch=1785759888&all_sr_blocks=1685627901_440192950_10_0_0&highlighted_blocks=1685627901_440192950_10_0_0&matching_block_id=1685627901_440192950_10_0_0&sr_pri_blocks=1685627901_440192950_10_0_0__1020000&from=searchresults,10200,,,Rabwāh,6.3,One-Bedroom Apartment,"5 beds (4 extra-large doubles, 1 sofa bed)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/893100796.webp?k=233d34767a887420862fe9753813e1769eb69d08a89bf1e7be99a5101355aa6c&o=,4,Chiniot
UK Guest House,https://www.booking.com/hotel/pk/fully-loaded-family-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NTgyNzJICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKMkcLTBsACAdICJGZmZWE4MWIzLTkzYWEtNDAzOS04ZWNlLWQ1ZDIyZmE0OTUzZtgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2758272&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=4f2457460ba30063&srepoch=1785759888&all_sr_blocks=1610578501_433002163_2_0_0&highlighted_blocks=1610578501_433002163_2_0_0&matching_block_id=1610578501_433002163_2_0_0&sr_pri_blocks=1610578501_433002163_2_0_0__1445000&from=searchresults,14450,,,Chāh Mahūnwāla,7.3,Apartment,"6 beds (2 extra-large doubles, 4 futons)",0,0,1,https://cf.bstatic.com/xdata/images/hotel/square240/846403075.webp?k=fcde3b3c4d4bb52d165c035babcedd9069d877e5d3206c1e7d991277a3752cdf&o=,4,Chiniot
House in Faisalabad Spanish villa,https://www.booking.com/hotel/pk/spanish-villa-faisalabad.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NTgyNzJICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKMkcLTBsACAdICJGZmZWE4MWIzLTkzYWEtNDAzOS04ZWNlLWQ1ZDIyZmE0OTUzZtgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2758272&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=4f2457460ba30063&srepoch=1785759888&all_sr_blocks=1583533001_429464117_0_0_0&highlighted_blocks=1583533001_429464117_0_0_0&matching_block_id=1583533001_429464117_0_0_0&sr_pri_blocks=1583533001_429464117_0_0_0__3850000&from=searchresults,38500,,,Faisalabad,22.4,Deluxe Villa,"22 beds (4 doubles, 18 sofa beds)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/825590571.webp?k=fdcf9952146910491a64329c3313d4e3a2e774d5dcb0f6948069bcf4b8e01f5d&o=,4,Chiniot
