property_name,property_url,Price_pkr,review_score,review_count,address,distance_from_center_km,property_type,bed_type,breakfast_included,free_cancellation,reserve_without_payment,image,stars,city
Prime Apartments,https://www.booking.com/hotel/pk/prime-plaza-gujranwala1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1123659701_385093895_2_0_0&highlighted_blocks=1123659701_385093895_2_0_0&matching_block_id=1123659701_385093895_2_0_0&sr_pri_blocks=1123659701_385093895_2_0_0__450000&from=searchresults,4500,5.0,22.0,Gujrānwāla,8.8,One-Bedroom Apartment,"2 beds (1 double, 1 sofa bed)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/727427470.webp?k=d67feeef4721993977da44f8bbe3470fabb275306cc1d8e499f57d726d07d261&o=,4,Gujranwala
Dream Plaza,https://www.booking.com/hotel/pk/dream-plaza.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1137401601_386357289_2_0_0&highlighted_blocks=1137401601_386357289_2_0_0&matching_block_id=1137401601_386357289_2_0_0&sr_pri_blocks=1137401601_386357289_2_0_0__450000&from=searchresults,4500,4.3,70.0,Gujrānwāla,8.8,Apartment,2 double beds,0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/520101940.webp?k=720abbb4206635bd18e6696e92923a009be2be49ff0e731c6f84d2add08ad980&o=,4,Gujranwala
Faletti's Grand Hotel Gujranwala,https://www.booking.com/hotel/pk/falettis-grand-gujranwala.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1320404602_409705809_2_1_0&highlighted_blocks=1320404602_409705809_2_1_0&matching_block_id=1320404602_409705809_2_1_0&sr_pri_blocks=1320404602_409705809_2_1_0__1469895&from=searchresults,14699,7.5,58.0,Gujrānwāla,5.5,Deluxe Twin Room,2 single beds,1,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/622147122.webp?k=16e70dac09ef83001c99ada8f9e2360ed35f066b56b8307af77ac972ffc7d7f9&o=,13,Gujranwala
Elite Guest Rooms Apartments Only For Families,https://www.booking.com/hotel/pk/elite-guest-rooms-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1257045401_398245824_2_0_0&highlighted_blocks=1257045401_398245824_2_0_0&matching_block_id=1257045401_398245824_2_0_0&sr_pri_blocks=1257045401_398245824_2_0_0__540000&from=searchresults,5400,6.6,13.0,Gujrānwāla,9.1,One-Bedroom Apartment,"2 beds (1 extra-large double, 1 sofa bed)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/677452362.webp?k=6b6b6847847115d1b9fe9db0c4abec62f1139273d55c8435f2f7ece944a773e5&o=,10,Gujranwala
Best Western City Center Gujranwala,https://www.booking.com/hotel/pk/best-western-city-center-gujranwala.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1358197902_409733165_0_1_0&highlighted_blocks=1358197902_409733165_0_1_0&matching_block_id=1358197902_409733165_0_1_0&sr_pri_blocks=1358197902_409733165_0_1_0__1760000&from=searchresults,17600,8.0,34.0,Gujrānwāla,1.5,Deluxe Twin Room,2 single beds,1,0,0,https://cf.bstatic.com/xdata/images/hotel/square240/646233519.webp?k=da31e1011c4ce9a3eab25c7e90f3b934ba64702d79b03acd9399546bbf8ee8ef&o=,11,Gujranwala
MUGHAL MAHAL HOTEL,https://www.booking.com/hotel/pk/mughal-mahal.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=886471801_391459443_2_41_0&highlighted_blocks=886471801_391459443_2_41_0&matching_block_id=886471801_391459443_2_41_0&sr_pri_blocks=886471801_391459443_2_41_0__1600000&from=searchresults,16000,8.3,177.0,Gujrānwāla,7.2,Deluxe King Room,1 extra-large double bed,1,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/823047306.webp?k=b00964cba608395ae8ff26bf36f44d01ef47dbde185334924df856a577a1bfed&o=,12,Gujranwala
Hotel Meridien,https://www.booking.com/hotel/pk/meridien.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1193393103_393124498_2_41_0&highlighted_blocks=1193393103_393124498_2_41_0&matching_block_id=1193393103_393124498_2_41_0&sr_pri_blocks=1193393103_393124498_2_41_0__1350000&from=searchresults,13500,8.9,6.0,Gujrānwāla,2.6,Standard King Room,1 double bed,1,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/754305738.webp?k=38ea97efaf281d97c30364ad4c1de513e660409a981faaaa15bcc6a591b69b7a&o=,12,Gujranwala
Elite Apartments,https://www.booking.com/hotel/pk/elite-apartments-gujranwala.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1257306201_398276729_5_0_0&highlighted_blocks=1257306201_398276729_5_0_0&matching_block_id=1257306201_398276729_5_0_0&sr_pri_blocks=1257306201_398276729_5_0_0__699000&from=searchresults,6990,7.4,5.0,Gujrānwāla,9.1,Two-Bedroom Apartment,"3 beds (2 doubles, 1 sofa bed)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/677448627.webp?k=5d09dffec134680bcb103ce2076d3ec411ad563cd4e949ccae6f19a26d411413&o=,10,Gujranwala
Marian Hotel,https://www.booking.com/hotel/pk/marian-gujranwala12.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=613806001_240060153_0_1_0&highlighted_blocks=613806001_240060153_0_1_0&matching_block_id=613806001_240060153_0_1_0&sr_pri_blocks=613806001_240060153_0_1_0__1950000&from=searchresults,19500,8.6,18.0,Gujrānwāla,7.8,Deluxe Double Room,1 large double bed,1,0,0,https://cf.bstatic.com/xdata/images/hotel/square240/240271985.webp?k=080b62c53a115d13ca40a4d4a7482dc4f0656d4be9ea8280ad07f6cd79c4b6c4&o=,12,Gujranwala
Hotel One Gujranwala,https://www.booking.com/hotel/pk/one-gujranwala.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NjE3NDFICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKKj8LTBsACAdICJDdhYTcyNWQ2LTE0ZjMtNDFhMy1iZDU1LTE4YzQ4MDQ3ZmIwZdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2761741&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=1c0756c5ae3107cf&srepoch=1785759630&all_sr_blocks=1584019102_429516373_2_1_0&highlighted_blocks=1584019102_429516373_2_1_0&matching_block_id=1584019102_429516373_2_1_0&sr_pri_blocks=1584019102_429516373_2_1_0__1280000&from=searchresults,12800,8.8,11.0,Kot Mergulla,3.6,Deluxe Twin Room,2 single beds,1,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/837732444.webp?k=ee6a5f1f5357e6b2e654356626401ac7a51d5ce86f12117be41980b063cace11&o=,11,Gujranwala
