property_name,property_url,Price_pkr,review_score,review_count,address,distance_from_center_km,property_type,bed_type,breakfast_included,free_cancellation,reserve_without_payment,image,stars,city
Sunset chalet resort,https://www.booking.com/hotel/pk/sunset-chalet-resort.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NTc3MjlICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALXksLTBsACAdICJDY1NDZjYjNlLTFhN2QtNGM2NC1iYWNhLTVkNTQ5YzQ5ZGViM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2757729&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=15c557abddec029a&srepoch=1785760090&all_sr_blocks=1676389502_441239415_4_1_0&highlighted_blocks=1676389502_441239415_4_1_0&matching_block_id=1676389502_441239415_4_1_0&sr_pri_blocks=1676389502_441239415_4_1_0__1487500&from=searchresults,14875,,,Chakwāl,17.4,King Room with Lake View,"3 beds (2 singles, 1 double)",1,0,1,https://cf.bstatic.com/xdata/images/hotel/square240/899213081.webp?k=3641d7cb49d361a0b7e76fa140b02af4e24fd75245a0e771e990f517631395cf&o=,3,Chakwal
Dhan Valley Guest House,https://www.booking.com/hotel/pk/dhan-valley-guest-house.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NTc3MjlICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALXksLTBsACAdICJDY1NDZjYjNlLTFhN2QtNGM2NC1iYWNhLTVkNTQ5YzQ5ZGViM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2757729&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=15c557abddec029a&srepoch=1785760090&all_sr_blocks=1420862101_413726754_2_42_0&highlighted_blocks=1420862101_413726754_2_42_0&matching_block_id=1420862101_413726754_2_42_0&sr_pri_blocks=1420862101_413726754_2_42_0__770000&from=searchresults,7700,7.2,6.0,Bhaun,16.7,Deluxe Family Room,"2 beds (1 sofa bed, 1 large double)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/767914256.webp?k=89eb6de6a0e2059265458f54c36115dcee2254960200efd35d751548d1d9e2ba&o=,4,Chakwal
Alina's Signature Stay,https://www.booking.com/hotel/pk/alinas-signature-stay.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDWNpdHlfLTI3NTc3MjlICVgEaLUBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALXksLTBsACAdICJDY1NDZjYjNlLTFhN2QtNGM2NC1iYWNhLTVkNTQ5YzQ5ZGViM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-08-06&checkout=2026-08-07&dest_id=-2757729&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=15c557abddec029a&srepoch=1785760090&all_sr_blocks=1628280501_433441963_6_0_0&highlighted_blocks=1628280501_433441963_6_0_0&matching_block_id=1628280501_433441963_6_0_0&sr_pri_blocks=1628280501_433441963_6_0_0__2200000&from=searchresults,22000,,,Jamālwāl,18.3,Two-Bedroom Apartment,"2 beds (1 double, 1 large double)",0,1,1,https://cf.bstatic.com/xdata/images/hotel/square240/860626876.webp?k=336f6dee99949c4cc3fbb1d927631a0cce4b1e807dc3c2483ac444757fa0ea8a&o=,4,Chakwal
